PC1,PC2,PC3,PC4,PC5
-7.562854145679298,-0.0014016818855725477,-0.0011282561982427775,0.0037586840615008166,-0.00040888418773443735
-7.558119962732556,-0.0038209881399806633,-0.0013126834381156915,-0.002778247756301977,0.0009376704017818871
-7.558955677476859,-0.005242135946424531,-0.0008448052682992202,-0.0016108536517476235,0.0016893336990972951
-7.558780100495956,-0.005781587961517842,-0.0002862463062319187,-0.0011306891483474635,0.0021940189036954716
-7.564067193100225,0.008571164136084608,-0.003757504995391625,0.0016544509291657183,-0.0005121774083805541
-7.558422137329736,-0.0025962961908418958,-0.0010438432487889504,-0.002434908878172659,0.0010142492469583653
-7.560772933004648,-0.004378958098851138,-0.001976899824181283,0.0031469701257761384,-0.0015860768680258652
-7.557897558555587,-0.004496094184452515,-0.0008233251783314743,-0.0023186732576001567,0.0014043001514410514
-7.55587735717628,-0.006650711382449881,0.0004238673845952945,-0.002863012273060961,0.00020833518858009992
-7.558051101125275,-0.004130906762497388,-0.0007442279194232182,-0.0023266150657551554,0.0009485652234239028
-7.5617427856234105,0.0035726840935160764,-0.003078034652315903,-0.0002783636789653876,-0.000796003342776852
-7.560626328910004,-0.000897497017560922,-0.0012838005300669364,-0.0004050522336048745,0.002932856553853891
-7.560764108173497,-0.0018321333760562553,-0.0030576134938975486,0.0033817061167106255,-0.003037532515396124
-7.55846294919791,-0.004018024413500854,-0.00084358450951455,-0.0013153505170817592,0.0017908331879828432
-7.557946817347446,-0.0034786732206875115,-0.0006747583056225248,-0.0019417703345681048,0.001361102987163465
-7.561892055116685,-0.0017631926314406465,-0.0018076567752381978,0.0032899415916701757,-0.0006696840212820909
-7.55904270659815,-0.0010251667488196947,-0.0014115138916528103,-0.0010476432283754722,-1.1308329450232524e-05
-7.563157314565714,0.00537979940357125,-0.0037257551744292183,0.0013346551933336448,-0.0009483549261613544
-7.558269581982847,-0.0026724593369500393,-0.0011910099638786364,-0.0025801593971406245,0.0011569816722896142
-7.5605250652530165,0.0004931990989426316,-0.001623308510945054,-0.0006831522163948112,0.0013959767555871694
-7.564090383926626,0.010549023558818593,0.006775074184911967,-0.0004903349100499055,-0.0019573790704925376
-7.558998325668638,-0.004704983702075727,-0.00023460498695718202,-0.0014515189113321059,0.0017257201694446112
-7.561286568168461,-0.0065011537824751775,-0.0005591258431681956,0.00029401761783942604,0.002691366373758941
-7.566175284707732,0.012606102018576926,-0.0033657210592903664,0.0020263475910127227,0.00048767982781899866
-7.558113028695832,-0.008431263533415834,0.0010194811696414285,-0.0005749500786855766,0.0020560129404874616
-7.557439278120158,-0.00617195591074049,-0.00042221967747335665,-0.0019459102476954149,0.0015078664130531716
-7.563355618760114,0.0045121524132213375,-0.002609775190611119,0.003195349674230852,-0.0013734784772928554
-7.5625195622102925,0.003839403614071313,-0.0029221731609156976,0.002205654215201358,-0.00124363545595374
-7.564698313183046,0.008872621114029089,-0.002543295339554469,0.0026117732702271024,0.00012511282747568186
-7.559258401142834,-0.004260531285544489,-0.0005475507657235479,0.0010347617447750146,0.0006468511477465966
-7.558218661156444,-0.002863195985773892,-0.0007121366397925821,-0.0018049345833672792,0.001796711026413822
-7.560170936958739,0.0027851007533638006,-0.0017692519247493044,-0.0021723265698984084,0.001480613779307749
-7.562859659657831,0.0004286074942192464,-0.0017984018038550154,-0.0003872919673230113,0.0030122344600945206
-7.557643868476593,-0.008671136715321603,-0.001003175774156373,0.002190673276453281,-0.002858121889259546
-7.5604205458423905,-0.004444987176427384,-0.0006608718283066806,-0.0010038468030694192,0.002522339735966439
-7.566175284707732,0.012606102018576926,-0.0033657210592903664,0.0020263475910127227,0.00048767982781899866
-7.567495973115497,0.0014843387788912032,0.00013098773212028014,0.0037629261645212297,0.005909432619391308
-7.558280761529205,-0.00744312973203054,-0.0005686534912541785,0.0010591587002044545,-0.0012565220739426675
-7.560474522938295,-0.00079859090123513,-0.0020868510157308617,-0.000921010477298756,0.0013351240795058117
-7.5581522658481815,-0.007199559830484925,-0.0005992863871507603,-0.0017759249210093087,0.0011044333055412747
-7.558293984252999,-0.0028136828285248994,-0.001592530852107532,-0.0012377913011796249,-0.0005000761902014816
-7.563809357930349,0.01046699014380359,0.002442136379569637,-0.002980900780912288,-0.0018977820728527384
-7.561364892599776,-0.0008161230393977092,-0.0017911867896494849,0.0033749310231756535,-0.0007220038720205935
-7.561143291600795,0.003148012941174505,-0.002450003928729433,-0.0029078064984457974,0.00045457682339455907
-7.55707870883931,-0.005873735864335927,-0.0005457527292459519,-0.002463401081788996,0.0010569648137355725
-7.561389269594073,0.000240408515762347,-0.0014630412906011525,-0.0006234316511450899,0.0029998995817409058
-7.558563085986211,-0.00611831032732757,-0.00030350748521701387,-0.001537038551754355,0.0019131231257778492
-7.560474522938295,-0.00079859090123513,-0.0020868510157308617,-0.000921010477298756,0.0013351240795058117
-7.56718722271678,0.0145302451528031,-0.003937508604908407,-0.0003966550500345001,0.0006099914100446968
-7.560648350592773,-0.007630888733642371,0.0002083876040331889,0.0008812498106904876,0.0023935447610966
