PC1,PC2,PC3,PC4,PC5,PE,PP,PS
-8.926265587281758,-0.00031760971636038074,-0.0014950787795135576,-0.002877997413640701,0.0011612328809774014,False,False,True
-8.923424436493754,0.006652772401802656,-0.0012581474783629537,0.0005418255562634998,0.0003692390369643734,False,False,True
-8.928921464238549,0.0016262239598961723,0.00906385415410365,-0.0008232831723301192,0.00023790824568760183,False,False,True
-8.927681116682258,-0.004838427938490743,-0.00015436519495756965,0.000591350662359033,-0.0011730077372045429,False,False,True
-8.927944518133165,-0.006283493002112166,-0.0013328004572235195,-0.00039669285033866166,-0.0010806018993487526,False,False,True
-8.924999450657998,0.0040405052752815855,-0.0005794686540748741,-0.0004786618563232218,-0.0001720906755611195,False,False,True
-8.928921464238549,0.0016262239598961723,0.00906385415410365,-0.0008232831723301192,0.00023790824568760183,False,False,True
-8.924862998267562,0.0029577689143055284,-0.0010146973323264948,-0.00015677551921681665,0.0003010314350507755,False,False,True
-8.927548784860884,-0.004135644599651293,0.00024461070553999717,0.0009216200168011855,-0.001014298637294009,False,False,True
-8.927681116682258,-0.004838427938490743,-0.00015436519495756965,0.000591350662359033,-0.0011730077372045429,False,False,True
-8.92567851969043,0.002454469823952896,-0.0020640447208129685,-0.001960877570021117,-0.0003484170317318965,False,False,True
-8.927681116682258,-0.004838427938490743,-0.00015436519495756965,0.000591350662359033,-0.0011730077372045429,False,False,True
-8.925342812748685,0.00413471465827692,-0.0010605942677673276,0.004377599916841075,0.000737190208391709,False,False,True
-7.911910204994007,-0.0014840067024539901,-8.329175331075375e-05,-0.0007718007446447733,-0.0008544147959041754,False,True,False
-7.910457965588251,-0.005078829995253024,0.0002223878215667335,-0.00019553410154048162,0.0001499891314009636,False,True,False
-7.915591619572872,0.006479559625176259,-0.001034516673009755,-0.002702006938166472,-0.0019507633694155315,False,True,False
-7.917237697156981,0.01103726773616818,-0.001273363021085007,-0.0006391350700791935,-9.673469754717693e-05,False,True,False
-7.910555404030465,-0.003208318970040937,0.00036777525778561087,0.0004268096493881954,-0.0007076551016209058,False,True,False
-7.912860128100803,0.0007954218079293529,-0.00046431423678143096,-0.001045332590714357,-1.3704458736527083e-05,False,True,False
-7.914479145866473,0.005366121027823221,-0.0009001287174923456,0.0028314807603836327,-7.158961100465294e-05,False,True,False
-7.917165958020536,0.013466060392898696,0.006136102205005074,-0.0004142471766418888,0.00047979231620428746,False,True,False
-7.910112932807838,-0.005224973952166879,0.0002763700622769302,-0.0002595219679595538,0.0013230477031181901,False,True,False
-7.916904008043245,0.009376989638451147,-0.0018780288014173152,0.0008113695918234197,0.0011951067221102922,False,True,False
-7.911601520998182,-0.0015176612433012572,-0.0001832977767452998,0.00024106687086862695,0.00018357979150629005,False,True,False
-7.910434709806531,-0.002965636426175652,0.00046111658896254103,0.0005869125065936448,-0.0006546809704070337,False,True,False
-7.912324984323199,0.0003787378525490888,-0.0001939956768461608,0.0013088144168627647,0.00016028748179762768,False,True,False
-7.91079157044471,-0.0041473377786337,0.00026320010046770496,0.00016500915652810553,-0.0005228895551364374,False,True,False
-7.9117462052204655,-0.0023660232770181026,-0.0003730526161930517,-0.0008480116644013707,0.0007702621678439384,False,True,False
-7.91143165535009,-0.004091975450817771,-0.00011871271324497805,-0.0009101225905705797,0.0005124374172442391,False,True,False
-7.911147738047557,-0.0015129597738841548,0.00029399956020322965,0.00046554791309818725,-0.0011453842548161677,False,True,False
-7.916517331518545,0.0075838365315286345,-0.0015501896576391382,-0.00014201617117119806,-3.0035412530609412e-06,False,True,False
-7.910917427072142,-0.004826166085889284,-7.064382911075337e-06,-0.0006341218769501009,0.0007261240973891769,False,True,False
-7.909911659265244,-0.004551043727748673,0.0006096674735581657,0.0006862565725071173,-0.0003808463673682527,False,True,False
-7.914359071865507,0.004418478058370504,-0.0009507510411742141,0.001100331136516713,3.753213170922657e-05,False,True,False
-7.910519861139048,-0.005494102067426246,0.0005214767448966253,-0.000110802548510445,-0.00047964876017062946,False,True,False
-7.9102104206249235,-0.00418782862572728,0.0005104451158537054,0.0006466084658318423,-0.0006852318561254328,False,True,False
-7.910220422979192,-0.0034666869106319185,0.0004900305794461904,0.0010485251533334649,-0.00020139169841320876,False,True,False
-7.915350717706932,0.00607556822970995,-0.001254086085425697,-7.981279883400351e-06,0.0005923827859831408,False,True,False
-7.909939888502733,-0.0036126974575279914,0.0006406519576654128,0.0009957304084003144,-0.0004896246637371014,False,True,False
-7.912545948105152,-0.0022947099061488086,-0.0005210389486931214,-0.0015307418721158133,-0.00020770427138309922,False,True,False
-7.9118429375058685,-0.0049486349157584954,-7.339473227099979e-06,-0.0011030437628518379,0.002334699967584647,False,True,False
