,PC1,PC2,PC3,PC4,PC5,Label
33,-6.461249947346819,0.0038831845294965,-0.0006644723863522,-0.0013393644062591,0.000702404349774,0
34,-6.46192222806323,0.0039824262571926,-0.0033176467293015,0.0002327523299947,-2.0989404780498692e-05,0
35,-6.455715405315189,-0.0113753314260688,-0.0019136432283875,-0.0023833035801012,-0.0023620281735039,0
36,-6.45870005110637,-0.0104799832606209,-0.0042761171567203,-0.0013498156326131,-0.0003263112853186,0
37,-6.462349413102376,-0.0046731038763636,-0.0028972633948287,0.0037767469388004,-0.0025103557980528,0
38,-6.464498384638031,0.0105733686849609,-0.0005783020482751,-0.0007668532787796,-0.0006257694512519,0
39,-6.454030333899773,-0.0093074949046985,0.0041442818068747,-0.0012027444117023,-0.0028175501843944,0
40,-6.463921016116354,0.0110026711076448,-0.0003973847266859,-0.0002702602269475,0.000970342472648,0
41,-6.461818465791755,0.0006287414979682,0.0014133797291881,0.0044461339178846,-0.0001490304106473,0
42,-8.928459526188576,-0.0060720047865772,-0.0003198688614987,0.0022214755191195,0.0022760735058279,1
43,-8.92821861594911,-0.006257200007991,-0.0018570827538069,-0.0020630997535423,0.0030219508411746,1
44,-8.924524809338708,0.0050245052372456,-0.0014319891523962,0.0017925067642552,-0.0002618598913628,1
45,-8.923766204706066,0.0043525761845398,-0.0017928886248612,-0.0028754472814336,-0.0004211202615683,1
46,-8.924276055722984,0.0041442159096554,-0.0012478474259429,-0.0004048126665721,-0.0001630816758329,1
47,-8.927334581481398,-0.0005411138446042,-5.667142556598932e-05,0.0017631346287966,0.0005041542883281,1
48,-8.927800038570245,-0.0063004117275547,-0.0002907154139953,-0.0012640550198912,-0.0010886472120645,1
49,-8.927341063354106,0.002132549453523,0.0001675650799213,0.0025245953125859,-0.0002576647179593,1
50,-8.923603980379342,0.0052769010496108,-0.0022752065650404,-0.0017918633601408,-0.0005199036434148,1
51,-8.926265587281758,-0.0003176097163603,-0.0014950787795135,-0.0028779974136407,0.0011612328809774,1
52,-8.923424436493754,0.0066527724018026,-0.0012581474783629,0.0005418255562634,0.0003692390369643,1
53,-8.928921464238549,0.0016262239598961,0.0090638541541036,-0.0008232831723301,0.0002379082456876,1
54,-8.927681116682258,-0.0048384279384907,-0.0001543651949575,0.000591350662359,-0.0011730077372045,1
55,-8.927944518133165,-0.0062834930021121,-0.0013328004572235,-0.0003966928503386,-0.0010806018993487,1
56,-8.924999450657998,0.0040405052752815,-0.0005794686540748,-0.0004786618563232,-0.0001720906755611,1
57,-8.928921464238549,0.0016262239598961,0.0090638541541036,-0.0008232831723301,0.0002379082456876,1
58,-8.924862998267562,0.0029577689143055,-0.0010146973323264,-0.0001567755192168,0.0003010314350507,1
59,-8.927548784860884,-0.0041356445996512,0.0002446107055399,0.0009216200168011,-0.001014298637294,1
60,-8.927681116682258,-0.0048384279384907,-0.0001543651949575,0.000591350662359,-0.0011730077372045,1
61,-8.92567851969043,0.0024544698239528,-0.0020640447208129,-0.0019608775700211,-0.0003484170317318,1
62,-8.927681116682258,-0.0048384279384907,-0.0001543651949575,0.000591350662359,-0.0011730077372045,1
63,-8.925342812748685,0.0041347146582769,-0.0010605942677673,0.004377599916841,0.0007371902083917,1
64,-7.911910204994007,-0.0014840067024539,-8.329175331075375e-05,-0.0007718007446447,-0.0008544147959041,10
65,-7.910457965588251,-0.005078829995253,0.0002223878215667,-0.0001955341015404,0.0001499891314009,10
66,-7.915591619572872,0.0064795596251762,-0.0010345166730097,-0.0027020069381664,-0.0019507633694155,10
67,-7.917237697156981,0.0110372677361681,-0.001273363021085,-0.0006391350700791,-9.673469754717692e-05,10
68,-7.910555404030465,-0.0032083189700409,0.0003677752577856,0.0004268096493881,-0.0007076551016209,10
69,-7.912860128100803,0.0007954218079293,-0.0004643142367814,-0.0010453325907143,-1.3704458736527083e-05,10
70,-7.914479145866473,0.0053661210278232,-0.0009001287174923,0.0028314807603836,-7.158961100465294e-05,10
71,-7.917165958020536,0.0134660603928986,0.006136102205005,-0.0004142471766418,0.0004797923162042,10
72,-7.910112932807838,-0.0052249739521668,0.0002763700622769,-0.0002595219679595,0.0013230477031181,10
73,-7.916904008043245,0.0093769896384511,-0.0018780288014173,0.0008113695918234,0.0011951067221102,10
74,-7.911601520998182,-0.0015176612433012,-0.0001832977767452,0.0002410668708686,0.0001835797915062,10
75,-7.910434709806531,-0.0029656364261756,0.0004611165889625,0.0005869125065936,-0.000654680970407,10
76,-7.912324984323199,0.000378737852549,-0.0001939956768461,0.0013088144168627,0.0001602874817976,10
77,-7.91079157044471,-0.0041473377786337,0.0002632001004677,0.0001650091565281,-0.0005228895551364,10
78,-7.9117462052204655,-0.0023660232770181,-0.000373052616193,-0.0008480116644013,0.0007702621678439,10
79,-7.91143165535009,-0.0040919754508177,-0.0001187127132449,-0.0009101225905705,0.0005124374172442,10
80,-7.911147738047557,-0.0015129597738841,0.0002939995602032,0.0004655479130981,-0.0011453842548161,10
81,-7.916517331518545,0.0075838365315286,-0.0015501896576391,-0.0001420161711711,-3.0035412530609412e-06,10
82,-7.910917427072142,-0.0048261660858892,-7.064382911075337e-06,-0.0006341218769501,0.0007261240973891,10
83,-7.909911659265244,-0.0045510437277486,0.0006096674735581,0.0006862565725071,-0.0003808463673682,10
84,-7.914359071865507,0.0044184780583705,-0.0009507510411742,0.0011003311365167,3.753213170922657e-05,10
85,-7.910519861139048,-0.0054941020674262,0.0005214767448966,-0.0001108025485104,-0.0004796487601706,10
86,-7.9102104206249235,-0.0041878286257272,0.0005104451158537,0.0006466084658318,-0.0006852318561254,10
87,-7.910220422979192,-0.0034666869106319,0.0004900305794461,0.0010485251533334,-0.0002013916984132,10
88,-7.915350717706932,0.0060755682297099,-0.0012540860854256,-7.981279883400351e-06,0.0005923827859831,10
89,-7.909939888502733,-0.0036126974575279,0.0006406519576654,0.0009957304084003,-0.0004896246637371,10
90,-7.912545948105152,-0.0022947099061488,-0.0005210389486931,-0.0015307418721158,-0.000207704271383,10
91,-7.9118429375058685,-0.0049486349157584,-7.339473227099979e-06,-0.0011030437628518,0.0023346999675846,10
