,PC1,PC2,PC3,PC4,PC5,Label
0,-6.464172177517472,0.012113201909761,0.0003287999801402,-0.0004016218659796,0.0001735210314761,0
1,-6.462561923018724,-0.0018358240607635,-0.0023034218959633,0.0031433837599085,0.0004527591445108,0
2,-6.459538954192622,-0.0012214401609261,0.0019032301150214,0.0009735704108823,0.0001677281383504,0
3,-6.460147062587699,-0.0050866715608199,-0.0022796164175437,0.000204347982608,0.0013767262473975,0
4,-6.460136810073996,-0.0019982879053678,-0.0038804761511323,-0.0017436340176943,0.0013028288905781,0
5,-6.463469253660688,0.0109062795336367,0.0006756282883749,-0.000474356707034,-0.0006421959098254,0
6,-6.460743074264611,-0.0074985992559068,0.0040862362241579,0.0033341936545884,0.0026544289342902,0
7,-6.464897629111729,0.0138509114257817,0.0012859658723979,-0.0010012239241044,0.0008838613269296,0
8,-6.460804870538456,0.0027248277023332,-0.0005173663161346,-0.0015436519517917,0.0006151677353064,0
9,-6.457255394855912,-0.0086574399575825,0.0001719018512071,-0.0003569819115867,-0.0008203474515455,0
10,-6.458006213699678,-0.0078587514405965,-0.0030911738630615,-0.0020047019833628,0.0006894083368936,0
11,-6.462161085252066,0.007916250550811,0.0043544375701262,-0.0010072476572329,0.0019783865413943,0
12,-6.45644151583591,-0.0093892504492398,0.0018225150375769,-0.0003697932802367,0.0008306622046014,0
13,-6.458045983302287,-0.006136059536611,0.0013381877717325,0.00151700105586,-4.287333534435769e-05,0
14,-6.4590501705005074,0.0014709206769923,0.0024320135443632,-0.0012416574801922,-5.216957007360693e-05,0
15,-6.461456876848957,0.0038963694067239,-0.0006307633550771,-0.0021513426735066,0.0007417359862048,0
16,-6.463760414817066,0.0106369023053358,0.0002173536770531,-0.0002667222259085,-0.0001914517235478,0
17,-6.46256562051852,-0.0030185822385648,-0.0026663528594157,0.0032921453531151,-0.0001622886930994,0
18,-6.455664210112616,-0.0076922326082654,0.0045350250005502,-0.0008089668564096,-0.0014049271461796,0
19,-6.462940135148768,0.0074528712627858,-0.0005083463552656,-0.0006001216635943,0.0005802204428757,0
20,-6.457793527467343,-0.0087645548762351,0.0029058381307302,0.002058117135166,-0.0030948555898759,0
21,-6.461724568947554,0.0043818243173732,-0.0015307907535928,6.558137066415701e-06,-0.0004699084055592,0
22,-6.464817241322761,0.0088804116101665,-0.0036971968274615,0.0026185417823996,-0.0023696104136959,0
23,-6.456588617110747,-0.0102357659866391,-0.0014990200903002,-0.0023152944100831,-0.0005942563050728,0
24,-6.455833812407851,-0.0089874264512265,0.00465583587156,-0.0002356765504371,-0.0005552552366535,0
25,-6.458873280056498,-0.0029341413167308,0.0030312406268619,0.0010302767932535,0.0028083366439396,0
26,-6.46250859791082,0.0032988256021933,-0.001137723768363,0.0012229453458063,0.0039561870891517,0
27,-6.455826394870007,-0.0102411040647439,-0.0022296757339689,-0.0040751666911872,0.000219816575228,0
28,-6.456230650184202,-0.0077026100892467,0.0012944304717591,-0.0015799730459174,-0.0006297287538772,0
29,-6.459644559274054,-0.0040295237084816,-0.0006823096817747,0.0004521137081684,0.0039490976281195,0
30,-6.468973788822106,0.026036497910084,0.0016490103312613,-0.0011554183926093,-0.0031097057024332,0
31,-6.463389995368007,0.0002579310674375,-0.0028994199379689,0.0029584465542283,-0.0011729086898677,0
32,-6.460876660672776,0.0052260949839236,0.0013534690965502,-0.0006216678219889,-0.000929148558505,0
